NO,DISTRIK,RESORT,HURIA,Total Input Januari 2023,Total Terima Januari 2023,Target Januari 2023,% Januari 2023,Total Input Februari 2023,Total Terima Februari 2023,Target Februari 2023,% Februari 2023,Total Input Maret 2023,Total Terima Maret 2023,Target Maret 2023,% Maret 2023,Total Input April 2023,Total Terima April 2023,Target April 2023,% April 2023,Total Input Mei 2023,Total Terima Mei 2023,Target Mei 2023,% Mei 2023,Total Input Juni 2023,Total Terima Juni 2023,Target Juni 2023,% Juni 2023,Total Input Juli 2023,Total Terima Juli 2023,Target Juli 2023,% Juli 2023,Total Input Agustus 2023,Total Terima Agustus 2023,Target Agustus 2023,% Agustus 2023,Total Input September 2023,Total Terima September 2023,Target September 2023,% September 2023,Total Input Oktober 2023,Total Terima Oktober 2023,Target Oktober 2023,% Oktober 2023,Total Input November 2023,Total Terima November 2023,Target November 2023,% November 2023,Total Input Desember 2023,Total Terima Desember 2023,Target Desember 2023,% Desember 2023,Total Input Januari 2024,Total Terima Januari 2024,Target Januari 2024,% Januari 2024,Total Input Februari 2024,Total Terima Februari 2024,Target Februari 2024,% Februari 2024,Total Input Maret 2024,Total Terima Maret 2024,Target Maret 2024,% Maret 2024,Total Input April 2024,Total Terima April 2024,Target April 2024,% April 2024,Total Input Mei 2024,Total Terima Mei 2024,Target Mei 2024,% Mei 2024,Total Input Juni 2024,Total Terima Juni 2024,Target Juni 2024,% Juni 2024,Total Input Juli 2024,Total Terima Juli 2024,Target Juli 2024,% Juli 2024
35,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Padang Lancat,1233100,1233100,3069000,40.17921147,743600,743600,3069000,24.22939068,970200,970200,3069000,31.61290323,1420100,1420100,3069000,46.27240143,1032900,1032900,3069000,33.65591398,655600,655600,3069000,21.36200717,768900,768900,3069000,25.05376344,710050,710050,3069000,23.13620072,728750,728750,3069000,23.74551971,926200,926200,3069000,30.17921147,1672000,1672000,3069000,54.48028674,1703350,1703350,3069000,55.50179211,1040600,1040600,1100926,94.52043098,441100,441100,1100926,40.06627148,850850,850850,1100926,77.28494013,1035100,1035100,1100926,94.02085154,1029050,1029050,1100926,93.47131415,515900,515900,1100926,46.86055194,1000450,1000450,1100926,90.87350103
36,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Hapesong,890982,890776,1534500,58.04991854,498850,482350,1534500,31.43369176,1164350,944350,1534500,61.54121864,1446500,1191300,1534500,77.6344086,1535600,1227050,1534500,79.96415771,1091696,1091696,1534500,71.14343434,1618348,1342798,1534500,87.50720104,1112650,1112650,1534500,72.50896057,790900,790900,1534500,51.54121864,926475,926475,1534500,60.37634409,551100,551100,1534500,35.91397849,811800,811800,1534500,52.90322581,664400,664400,1083542,61.31742009,816475,816475,1083542,75.35240904,1179750,1179750,1083542,108.8790282,724350,724350,1083542,66.85020055,1048300,1048300,1083542,96.74751879,948200,948200,1083542,87.50929821,852500,584100,1083542,53.90653985
37,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Aek Nabara,227700,123200,306900,40.14336918,102850,102850,306900,33.5125448,98450,98450,306900,32.07885305,138600,138600,306900,45.16129032,193600,193600,306900,63.08243728,162855,139700,306900,45.51971326,136400,136400,306900,44.44444444,0,0,306900,0,117700,117700,306900,38.35125448,123200,123200,306900,40.14336918,124850,124850,306900,40.68100358,24750,24750,306900,8.064516129,178750,178750,154721,115.5305356,0,0,154721,0,0,0,154721,0,80850,80850,154721,52.25534995,91300,91300,154721,59.0094428,83050,83050,154721,53.67726424,75900,75900,154721,49.05604281
38,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Aek Nauli,912175,463925,306900,151.1648746,387750,336600,306900,109.6774194,274450,274450,306900,89.4265233,598400,409200,306900,133.3333333,370975,317625,306900,103.4946237,276650,211475,306900,68.90681004,420200,420200,306900,136.9175627,289300,289300,306900,94.26523297,331650,320100,306900,104.3010753,436150,436150,306900,142.1146953,305250,305250,306900,99.46236559,473550,385000,306900,125.4480287,895400,834900,392595,212.6619035,271150,271150,392595,69.06608592,605550,583000,392595,148.4990894,209550,209550,392595,53.37561609,276100,267850,392595,68.22552503,238150,238150,392595,60.66047708,208450,208450,392595,53.09542913
39,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Immanuel,1379400,1379400,920700,149.8207885,687500,687500,920700,74.67144564,828850,828850,920700,90.02389486,1173425,1173425,920700,127.4492234,940500,940500,920700,102.1505376,710050,710050,920700,77.12066906,793100,793100,920700,86.14097969,1070300,1070300,920700,116.2485066,695200,695200,920700,75.50776583,921250,921250,920700,100.0597372,666600,666600,920700,72.40143369,1613150,1613150,920700,175.20908,781000,781000,1080263,72.29720911,683650,683650,1080263,63.28551473,1093400,1093400,1080263,101.2160927,977350,977350,1080263,90.47333844,984775,984775,1080263,91.16067106,1010350,1010350,1080263,93.52815009,890450,890450,1080263,82.42900109
40,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Sion PTPN III,3960000,3960000,920700,430.1075269,2957900,2957900,920700,321.2664277,3537600,3537600,920700,384.2293907,4997300,4942300,920700,536.7980884,5172200,5172200,920700,561.7682198,3313200,3313200,920700,359.8566308,4182750,4182750,920700,454.3010753,3527150,3527150,920700,383.0943847,4164050,4164050,920700,452.2700119,4087600,4087600,920700,443.9665472,3888500,3888500,920700,422.3416965,6263950,6263950,920700,680.3464755,5271750,5271750,4655216,113.2439397,2431550,2431550,4655216,52.23280724,5559950,5559950,4655216,119.4348447,3257650,3257650,4655216,69.97849294,5131500,5131500,4655216,110.2311901,5300350,5300350,4655216,113.8583043,3725150,3725150,4655216,80.02099151
41,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Parlagutan Marancar (Pers),2015750,731500,1534500,47.6702509,218350,218350,1534500,14.22939068,278850,220550,1534500,14.37275986,390500,390500,1534500,25.44802867,302500,302500,1534500,19.71326165,214500,214500,1534500,13.97849462,255750,255750,1534500,16.66666667,184800,184800,1534500,12.04301075,178200,178200,1534500,11.61290323,222750,222750,1534500,14.51612903,206250,206250,1534500,13.44086022,407000,407000,1534500,26.52329749,264000,264000,387076,68.20366026,165000,165000,387076,42.62728766,209000,209000,387076,53.99456437,165000,165000,387076,42.62728766,214500,214500,387076,55.41547396,181500,181500,387076,46.89001643,132000,132000,387076,34.10183013
42,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Tani Jaya,3503500,2561900,3069000,83.47670251,1547700,1446775,3069000,47.14157706,3097325,2423025,3069000,78.9516129,2794000,2794000,3069000,91.03942652,1476200,1476200,3069000,48.10035842,1299650,1299650,3069000,42.34767025,1480050,1480050,3069000,48.22580645,1391500,1391500,3069000,45.34050179,1301850,1301850,3069000,42.41935484,1709400,1463000,3069000,47.6702509,1108800,1108800,3069000,36.12903226,3072300,3072300,3069000,100.1075269,1093950,1093950,2036275,53.72309732,1685200,1685200,2036275,82.75895937,2273150,2273150,2036275,111.6327608,1567500,1567500,2036275,76.97879707,2197800,1977800,2036275,97.12833483,2049850,1826000,2036275,89.67354606,288200,288200,2036275,14.15329462
43,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Betania,3078900,1884300,613800,306.9892473,2726350,2170300,613800,353.5842294,2020700,2020700,613800,329.2114695,4191000,2408450,613800,392.3835125,1756700,1756700,613800,286.2007168,1558700,1491600,613800,243.0107527,2550905,1978905,613800,322.4022483,1954150,1932150,613800,314.7849462,1857900,1857900,613800,302.688172,2503600,2205500,613800,359.3189964,1897500,1897500,613800,309.1397849,3547225,3547225,613800,577.9121864,1805650,1805650,2017574,89.49609779,2070750,2070750,2017574,102.6356406,2985950,2985950,2017574,147.9970499,2077900,2077900,2017574,102.9900266,2306150,2306150,2017574,114.3031185,2330350,2330350,2017574,115.5025788,1956900,1956900,2017574,96.99272493
44,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Batangtoru,Huria HKBP Parsaoran Nauli,1513622,1167100,613800,190.1433692,1563766,840950,613800,137.0071685,2453000,1816650,613800,295.9677419,1076350,1076350,613800,175.3584229,677050,677050,613800,110.3046595,1113200,1030700,613800,167.921147,1001550,1001550,613800,163.172043,640200,640200,613800,104.3010753,782650,782650,613800,127.5089606,745800,745800,613800,121.5053763,817300,817300,613800,133.1541219,1020800,1020800,613800,166.3082437,813450,736450,1262306,58.34163824,754050,754050,1262306,59.73591189,1639550,1430550,1262306,113.3283055,854700,854700,1262306,67.70941436,960850,960850,1262306,76.11862734,1271600,1271600,1262306,100.7362716,1049400,939400,1262306,74.41935632
45,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Tanjung Medan,Huria HKBP Tanjung Medan,13802800,13802800,3069000,449.7491039,8298400,8298400,3069000,270.3942652,6086850,6086850,3069000,198.3333333,10642500,10642500,3069000,346.7741935,7473400,7473400,3069000,243.5125448,6233426,6233426,3069000,203.1093516,6433625,6433625,3069000,209.6326165,5014900,5014900,3069000,163.4050179,8239000,8239000,3069000,268.4587814,7750050,7750050,3069000,252.5268817,5745300,5745300,3069000,187.2043011,17928350,17928350,3069000,584.1756272,14289550,14289550,9781345,146.0898271,11726000,11726000,9781345,119.8812638,12333750,12333750,9781345,126.094622,8870125,8870125,9781345,90.68410326,9297750,9297750,9781345,95.05594578,9335425,9335425,9781345,95.44111776,8342950,8342950,9781345,85.29450704
46,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Tanjung Medan,Huria HKBP Aekbadak,13893000,13893000,16112250,86.22631848,9477050,9477050,16112250,58.81891108,9358938,9358938,16112250,58.08585393,12827650,12827650,16112250,79.61426865,9494100,9494100,16112250,58.92473118,10163725,10163725,16112250,63.0807305,12679150,12679150,16112250,78.69260966,9171525,9171525,16112250,56.92268305,8260450,8260450,16112250,51.26813449,10352100,10352100,16112250,64.24987199,11243925,11243925,16112250,69.78494624,21987075,21987075,16112250,136.4618536,14381400,14381400,12919983,111.311292,11214225,10295725,12919983,79.68837885,12200100,12117600,12919983,93.78959709,20958850,9280700,12919983,71.83213786,10192325,10192325,12919983,78.8880682,11634013,11579013,12919983,89.62096158,4902150,0,12919983,0
47,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Tanjung Medan,Huria HKBP Parmonangan,9355500,9355500,12276000,76.20967742,8053650,8053650,12276000,65.60483871,7492100,7492100,12276000,61.03046595,6774350,6774350,12276000,55.18369176,5992250,5992250,12276000,48.81272401,6867300,6867300,12276000,55.94086022,7920550,7920550,12276000,64.52060932,6344800,6344800,12276000,51.68458781,5255800,5255800,12276000,42.81362007,6397600,6397600,12276000,52.11469534,5734850,5734850,12276000,46.71594982,12953600,12953600,12276000,105.5197133,7640600,7640600,8700672,87.81620546,3614050,3614050,8700672,41.53759618,5638050,5638050,8700672,64.80016716,9653600,9653600,8700672,110.9523494,8252750,8252750,8700672,94.85186891,7217650,7217650,8700672,82.95508669,5498900,5498900,8700672,63.2008654
48,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Tanjung Medan,Huria HKBP Aek Kahombu,7148350,7148350,15345000,46.58422939,4516325,4516325,15345000,29.43189964,4108225,4108225,15345000,26.77240143,5960075,5960075,15345000,38.84050179,4065325,4065325,15345000,26.49283154,4398075,4398075,15345000,28.66129032,5469750,5469750,15345000,35.64516129,4359025,4359025,15345000,28.40681004,5160100,5160100,15345000,33.62724014,4814150,4814150,15345000,31.37275986,3078625,3078625,15345000,20.06272401,27156525,27129025,15345000,176.7939068,7646100,6969600,5528417,126.0686377,3849450,3849450,5528417,69.63023954,5987575,5987575,5528417,108.3054155,4603775,4603775,5528417,83.27474212,8274475,8274475,5528417,149.6716872,4858150,4858150,5528417,87.87596884,3202650,3202650,5528417,57.93068793
49,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Sipiongot,Huria HKBP Sipiongot,7073000,7073000,1994850,354.5629997,4338950,4338950,1994850,217.507582,6562050,6562050,1994850,328.9495451,8818150,8818150,1994850,442.0457679,7153850,7153850,1994850,358.615936,6672050,6672050,1994850,334.4637441,6271100,6271100,1994850,314.3644886,4313650,4313650,1994850,216.2393162,5054500,5054500,1994850,253.3774469,5827250,5827250,1994850,292.1146953,5839350,5839350,1994850,292.7212572,9913750,9913750,1994850,496.9671905,5621550,5621550,7777365,72.28090748,4720650,4720650,7777365,60.69729272,8001400,8001400,7777365,102.8806029,10312500,10312500,7777365,132.5963228,6686350,6686350,7777365,85.9719198,7866100,7866100,7777365,101.1409391,5432350,5432350,7777365,69.84820694
50,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Sipiongot,Huria HKBP Kasih Karunia,9464950,7820450,8439750,92.66210492,6837600,6837600,8439750,81.01661779,10721700,7746200,8439750,91.78233952,19595400,13965050,8439750,165.467579,11242550,11242550,8439750,133.2095145,10743700,10743700,8439750,127.2987944,9501250,9501250,8439750,112.5773868,6698450,6698450,8439750,79.36787227,9449000,9449000,8439750,111.9582926,8924850,8924850,8439750,105.7478006,8527750,8527750,8439750,101.0426849,12648350,12648350,8439750,149.866406,6161650,6161650,11255207,54.74488386,7696150,7696150,11255207,68.37857358,11651200,11553850,11255207,102.6533763,8482650,8482650,11255207,75.36645039,12199550,12199550,11255207,108.3902766,9828501,9828501,11255207,87.32403589,7525650,7525650,11255207,66.86371917
51,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Sipiongot,Huria HKBP Damai Sejahtera,1494900,1384900,7672500,18.05017921,5458200,1999250,7672500,26.05734767,3279100,2040500,7672500,26.59498208,3260950,2406800,7672500,31.36917563,4928000,3725700,7672500,48.55913978,2709850,2412850,7672500,31.44802867,1854600,1854600,7672500,24.17204301,2106500,2106500,7672500,27.45519713,2204400,2204400,7672500,28.7311828,3064050,3064050,7672500,39.93548387,2953500,2953500,7672500,38.49462366,3202100,3202100,7672500,41.73476703,1864500,1864500,2624780,71.0345248,1630750,1630750,2624780,62.12901653,3295050,3295050,2624780,125.5362354,3804900,3804900,2624780,144.9607205,4400000,4400000,2624780,167.6330969,2358400,2358400,2624780,89.85133992,2719200,2719200,2624780,103.5972539
52,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Mandailing Natal,Huria HKBP Aek Bingke,6488900,6488900,7672500,84.5734767,5198325,5198325,7672500,67.75268817,4829000,4829000,7672500,62.9390681,6229850,6229850,7672500,81.19713262,4275700,4275700,7672500,55.72759857,4260300,4260300,7672500,55.52688172,6312900,6312900,7672500,82.27956989,5185950,5185950,7672500,67.59139785,3393500,3393500,7672500,44.22939068,5140300,5140300,7672500,66.99641577,4728900,4728900,7672500,61.6344086,10151900,10151900,7672500,132.3154122,0,0,5345119,0,0,0,5345119,0,0,0,5345119,0,0,0,5345119,0,0,0,5345119,0,0,0,5345119,0,0,0,5345119,0
53,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Mandailing Natal,Huria HKBP Sibaruang,8352850,8352850,9207000,90.72281959,7894975,7894975,9207000,85.74970131,5107851,5107851,9207000,55.47790811,7529779,7529779,9207000,81.78319757,4648328,4648328,9207000,50.48689041,5786278,5786278,9207000,62.84650809,9964901,9964901,9207000,108.231791,4420352,4420352,9207000,48.01077441,4090076,4090076,9207000,44.4235473,4940653,4940653,9207000,53.66192028,3839826,3839826,9207000,41.70550668,15795188,9883781,9207000,107.3507223,6579377,6579377,8174751,80.48412728,6094827,6094827,8174751,74.55672962,11395727,11395727,8174751,139.4015182,6416032,4285331,8174751,52.42154776,4264430,4264430,8174751,52.16587025,5390277,5390277,8174751,65.93811848,4534201,4517701,8174751,55.26408083
54,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Mandailing Natal,Huria HKBP Kampung Baru,5230775,5230775,6138000,85.21953405,4216025,4216025,6138000,68.68727599,4641175,4641175,6138000,75.61379928,5234075,5234075,6138000,85.27329749,4183025,4183025,6138000,68.14964158,4813600,4813600,6138000,78.42293907,6686625,6686625,6138000,108.938172,3823050,3823050,6138000,62.28494624,4033700,4033700,6138000,65.71684588,5271200,5271200,6138000,85.8781362,5249200,5249200,6138000,85.51971326,11767250,11767250,6138000,191.7114695,4870250,4870250,5806225,83.87980142,2984850,2984850,5806225,51.40775633,4421450,4421450,5806225,76.15016642,3876950,3876950,5806225,66.77230042,4563350,4563350,5806225,78.59409513,5631450,5631450,5806225,96.98986863,5105100,5105100,5806225,87.92459817
55,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Mandailing Natal,Huria HKBP Lumban Pinasa,4902150,4902150,9207000,53.2437276,3311825,2805275,9207000,30.46893668,3498275,3469675,9207000,37.68518519,6501550,5661700,9207000,61.49342891,6824400,6651150,9207000,72.24014337,8400150,8400150,9207000,91.23655914,5743100,5495600,9207000,59.68936679,4001525,4001525,9207000,43.46176822,3857700,3857700,9207000,41.89964158,4626050,4626050,9207000,50.24492234,4083750,4083750,9207000,44.35483871,8476325,8476325,9207000,92.06391876,3631100,3631100,6201055,58.55616504,2427425,2427425,6201055,39.1453551,3825800,3825800,6201055,61.69595335,3702600,3496350,6201055,56.38314771,6538125,6117375,6201055,98.6505522,8677955,8160515,6201055,131.5988167,4071100,4071100,6201055,65.65173184
56,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Mandailing Natal,Huria HKBP Aek Nauli,5061100,5061100,9207000,54.97013142,4203623,4203623,9207000,45.65681547,7801269,5252225,9207000,57.04599761,8821175,8364675,9207000,90.85125448,5517325,5312725,9207000,57.70310633,6939900,5341050,9207000,58.01075269,8588800,8017900,9207000,87.08482676,6450400,6450400,9207000,70.05973716,6428400,6428400,9207000,69.82078853,8720250,8720250,9207000,94.71326165,7188225,7188225,9207000,78.0734767,12161600,11527450,9207000,125.2031063,4535850,4106850,6892323,59.58586096,3199350,3199350,6892323,46.41903753,8426000,8426000,6892323,122.2519606,8429300,8429300,6892323,122.29984,6919825,6919825,6892323,100.3990237,7208025,7180525,6892323,104.1814929,4954400,4403300,6892323,63.88702329
57,Distrik I Tapanuli Bagian Selatan - Sumatera Barat,Resort HKBP Mandailing Natal,Huria HKBP Penyabungan,8641655,8641655,9207000,93.85961768,6875000,6875000,9207000,74.67144564,7275950,7275950,9207000,79.02628435,11177100,11177100,9207000,121.3978495,9921450,9921450,9207000,107.7598566,7994250,7994250,9207000,86.82795699,8325900,8325900,9207000,90.43010753,7349650,7349650,9207000,79.82676225,5915800,5915800,9207000,64.25328554,9405000,9405000,9207000,102.1505376,6871700,6871700,9207000,74.63560335,13800050,13398550,9207000,145.525687,6208950,6208950,9987071,62.16987944,7136800,7136800,9987071,71.46039114,10532500,10532500,9987071,105.461351,8085550,8085550,9987071,80.96017341,8262100,8262100,9987071,82.72795898,11188650,11188650,9987071,112.0313453,6689100,6689100,9987071,66.97759533
